timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1768937774489,12,POST /api/v1/pautas,201,,Thread Group 1-1,text,true,,340,306,2,2,http://localhost:8080/api/v1/pautas,12,0,2
1768937774499,13,POST /api/v1/pautas,201,,Thread Group 1-2,text,true,,340,306,3,3,http://localhost:8080/api/v1/pautas,13,0,1
1768937774502,16,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-1,text,true,,279,187,3,3,http://localhost:8080/api/v1/pautas/308/sessao,16,0,0
1768937774510,9,POST /api/v1/pautas,201,,Thread Group 1-3,text,true,,338,306,4,4,http://localhost:8080/api/v1/pautas,9,0,0
1768937774513,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-2,text,true,,279,187,4,4,http://localhost:8080/api/v1/pautas/309/sessao,11,0,0
1768937774519,10,POST /api/v1/pautas,201,,Thread Group 1-4,text,true,,340,306,5,5,http://localhost:8080/api/v1/pautas,10,0,0
1768937774519,14,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-3,text,true,,279,187,5,5,http://localhost:8080/api/v1/pautas/310/sessao,14,0,0
1768937774528,7,POST /api/v1/pautas,201,,Thread Group 1-5,text,true,,340,306,5,5,http://localhost:8080/api/v1/pautas,7,0,1
1768937774529,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-4,text,true,,279,187,6,6,http://localhost:8080/api/v1/pautas/311/sessao,11,0,0
1768937774538,6,POST /api/v1/pautas,201,,Thread Group 1-6,text,true,,340,306,6,6,http://localhost:8080/api/v1/pautas,6,0,0
1768937774535,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-5,text,true,,277,187,6,6,http://localhost:8080/api/v1/pautas/312/sessao,10,0,0
1768937774544,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-6,text,true,,279,187,7,7,http://localhost:8080/api/v1/pautas/313/sessao,9,0,0
1768937774548,6,POST /api/v1/pautas,201,,Thread Group 1-7,text,true,,340,306,7,7,http://localhost:8080/api/v1/pautas,6,0,0
1768937774557,6,POST /api/v1/pautas,201,,Thread Group 1-8,text,true,,340,306,8,8,http://localhost:8080/api/v1/pautas,6,0,1
1768937774554,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-7,text,true,,278,187,8,8,http://localhost:8080/api/v1/pautas/314/sessao,10,0,0
1768937774563,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-8,text,true,,277,187,9,9,http://localhost:8080/api/v1/pautas/315/sessao,9,0,0
1768937774568,9,POST /api/v1/pautas,201,,Thread Group 1-9,text,true,,340,306,9,9,http://localhost:8080/api/v1/pautas,9,0,0
1768937774578,6,POST /api/v1/pautas,201,,Thread Group 1-10,text,true,,340,306,10,10,http://localhost:8080/api/v1/pautas,6,0,0
1768937774577,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-9,text,true,,277,187,10,10,http://localhost:8080/api/v1/pautas/316/sessao,9,0,0
1768937774587,7,POST /api/v1/pautas,201,,Thread Group 1-11,text,true,,339,306,11,11,http://localhost:8080/api/v1/pautas,7,0,0
1768937774584,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-10,text,true,,279,187,11,11,http://localhost:8080/api/v1/pautas/317/sessao,12,0,0
1768937774595,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-11,text,true,,279,187,12,12,http://localhost:8080/api/v1/pautas/318/sessao,11,0,0
1768937774599,7,POST /api/v1/pautas,201,,Thread Group 1-12,text,true,,340,306,12,12,http://localhost:8080/api/v1/pautas,7,0,1
1768937774608,7,POST /api/v1/pautas,201,,Thread Group 1-13,text,true,,340,306,13,13,http://localhost:8080/api/v1/pautas,7,0,0
1768937774607,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-12,text,true,,279,187,13,13,http://localhost:8080/api/v1/pautas/319/sessao,9,0,0
1768937774615,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-13,text,true,,277,187,14,14,http://localhost:8080/api/v1/pautas/320/sessao,12,0,0
1768937774619,9,POST /api/v1/pautas,201,,Thread Group 1-14,text,true,,339,306,15,15,http://localhost:8080/api/v1/pautas,9,0,0
1768937774628,6,POST /api/v1/pautas,201,,Thread Group 1-15,text,true,,340,306,15,15,http://localhost:8080/api/v1/pautas,6,0,1
1768937774629,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-14,text,true,,279,187,16,16,http://localhost:8080/api/v1/pautas/321/sessao,9,0,0
1768937774638,7,POST /api/v1/pautas,201,,Thread Group 1-16,text,true,,340,306,16,16,http://localhost:8080/api/v1/pautas,7,0,0
1768937774634,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-15,text,true,,279,187,16,16,http://localhost:8080/api/v1/pautas/322/sessao,12,0,0
1768937774649,8,POST /api/v1/pautas,201,,Thread Group 1-17,text,true,,340,306,17,17,http://localhost:8080/api/v1/pautas,8,0,1
1768937774658,7,POST /api/v1/pautas,201,,Thread Group 1-18,text,true,,340,306,18,18,http://localhost:8080/api/v1/pautas,7,0,1
1768937774668,7,POST /api/v1/pautas,201,,Thread Group 1-19,text,true,,340,306,19,19,http://localhost:8080/api/v1/pautas,7,0,0
1768937774669,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-16,text,true,,279,187,20,20,http://localhost:8080/api/v1/pautas/323/sessao,10,0,0
1768937774669,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-18,text,true,,279,187,20,20,http://localhost:8080/api/v1/pautas/325/sessao,10,0,0
1768937774669,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-17,text,true,,279,187,20,20,http://localhost:8080/api/v1/pautas/324/sessao,10,0,0
1768937774675,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-19,text,true,,279,187,20,20,http://localhost:8080/api/v1/pautas/326/sessao,9,0,0
1768937774679,6,POST /api/v1/pautas,201,,Thread Group 1-20,text,true,,339,306,20,20,http://localhost:8080/api/v1/pautas,6,0,1
1768937774686,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-20,text,true,,279,187,21,21,http://localhost:8080/api/v1/pautas/327/sessao,8,0,0
1768937774689,6,POST /api/v1/pautas,201,,Thread Group 1-21,text,true,,340,306,21,21,http://localhost:8080/api/v1/pautas,6,0,1
1768937774695,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-21,text,true,,279,187,22,22,http://localhost:8080/api/v1/pautas/328/sessao,11,0,0
1768937774699,8,POST /api/v1/pautas,201,,Thread Group 1-22,text,true,,340,306,23,23,http://localhost:8080/api/v1/pautas,8,0,1
1768937774707,6,POST /api/v1/pautas,201,,Thread Group 1-23,text,true,,340,306,23,23,http://localhost:8080/api/v1/pautas,6,0,1
1768937774707,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-22,text,true,,279,187,24,24,http://localhost:8080/api/v1/pautas/329/sessao,12,0,0
1768937774713,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-23,text,true,,279,187,24,24,http://localhost:8080/api/v1/pautas/330/sessao,10,0,0
1768937774718,8,POST /api/v1/pautas,201,,Thread Group 1-24,text,true,,340,306,24,24,http://localhost:8080/api/v1/pautas,7,0,1
1768937774727,6,POST /api/v1/pautas,201,,Thread Group 1-25,text,true,,340,306,25,25,http://localhost:8080/api/v1/pautas,6,0,1
1768937774726,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-24,text,true,,277,187,25,25,http://localhost:8080/api/v1/pautas/331/sessao,8,0,0
1768937774733,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-25,text,true,,279,187,26,26,http://localhost:8080/api/v1/pautas/332/sessao,9,0,0
1768937774738,5,POST /api/v1/pautas,201,,Thread Group 1-26,text,true,,339,306,26,26,http://localhost:8080/api/v1/pautas,5,0,1
1768937774743,7,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-26,text,true,,279,187,27,27,http://localhost:8080/api/v1/pautas/333/sessao,7,0,0
1768937774748,5,POST /api/v1/pautas,201,,Thread Group 1-27,text,true,,340,306,27,27,http://localhost:8080/api/v1/pautas,5,0,0
1768937774753,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-27,text,true,,279,187,28,28,http://localhost:8080/api/v1/pautas/334/sessao,8,0,0
1768937774757,5,POST /api/v1/pautas,201,,Thread Group 1-28,text,true,,340,306,28,28,http://localhost:8080/api/v1/pautas,5,0,1
1768937774762,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-28,text,true,,279,187,29,29,http://localhost:8080/api/v1/pautas/335/sessao,7,0,0
1768937774767,7,POST /api/v1/pautas,201,,Thread Group 1-29,text,true,,340,306,29,29,http://localhost:8080/api/v1/pautas,7,0,1
1768937774776,6,POST /api/v1/pautas,201,,Thread Group 1-30,text,true,,340,306,30,30,http://localhost:8080/api/v1/pautas,6,0,1
1768937774774,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-29,text,true,,277,187,30,30,http://localhost:8080/api/v1/pautas/336/sessao,11,0,0
1768937774782,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-30,text,true,,279,187,31,31,http://localhost:8080/api/v1/pautas/337/sessao,11,0,0
1768937774787,8,POST /api/v1/pautas,201,,Thread Group 1-31,text,true,,340,306,31,31,http://localhost:8080/api/v1/pautas,8,0,1
1768937774797,6,POST /api/v1/pautas,201,,Thread Group 1-32,text,true,,340,306,32,32,http://localhost:8080/api/v1/pautas,6,0,1
1768937774795,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-31,text,true,,279,187,32,32,http://localhost:8080/api/v1/pautas/338/sessao,8,0,0
1768937774807,7,POST /api/v1/pautas,201,,Thread Group 1-33,text,true,,340,306,33,33,http://localhost:8080/api/v1/pautas,7,0,0
1768937774803,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-32,text,true,,278,187,33,33,http://localhost:8080/api/v1/pautas/339/sessao,12,0,0
1768937774814,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-33,text,true,,279,187,34,34,http://localhost:8080/api/v1/pautas/340/sessao,12,0,0
1768937774818,12,POST /api/v1/pautas,201,,Thread Group 1-34,text,true,,340,306,35,35,http://localhost:8080/api/v1/pautas,11,0,1
1768937774827,8,POST /api/v1/pautas,201,,Thread Group 1-35,text,true,,340,306,35,35,http://localhost:8080/api/v1/pautas,8,0,1
1768937774830,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-34,text,true,,278,187,36,36,http://localhost:8080/api/v1/pautas/341/sessao,11,0,0
1768937774835,15,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-35,text,true,,279,187,37,37,http://localhost:8080/api/v1/pautas/342/sessao,15,0,0
1768937774837,13,POST /api/v1/pautas,201,,Thread Group 1-36,text,true,,340,306,37,37,http://localhost:8080/api/v1/pautas,13,0,1
1768937774847,11,POST /api/v1/pautas,201,,Thread Group 1-37,text,true,,340,306,38,38,http://localhost:8080/api/v1/pautas,11,0,1
1768937774850,14,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-36,text,true,,279,187,38,38,http://localhost:8080/api/v1/pautas/343/sessao,14,0,0
1768937774857,9,POST /api/v1/pautas,201,,Thread Group 1-38,text,true,,340,306,38,38,http://localhost:8080/api/v1/pautas,9,0,1
1768937774858,15,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-37,text,true,,279,187,39,39,http://localhost:8080/api/v1/pautas/344/sessao,15,0,0
1768937774867,9,POST /api/v1/pautas,201,,Thread Group 1-39,text,true,,340,306,39,39,http://localhost:8080/api/v1/pautas,9,0,1
1768937774866,15,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-38,text,true,,279,187,40,40,http://localhost:8080/api/v1/pautas/345/sessao,14,0,0
1768937774877,8,POST /api/v1/pautas,201,,Thread Group 1-40,text,true,,340,306,40,40,http://localhost:8080/api/v1/pautas,8,0,0
1768937774876,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-39,text,true,,279,187,41,41,http://localhost:8080/api/v1/pautas/346/sessao,12,0,0
1768937774887,6,POST /api/v1/pautas,201,,Thread Group 1-41,text,true,,340,306,41,41,http://localhost:8080/api/v1/pautas,6,0,0
1768937774885,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-40,text,true,,279,187,41,41,http://localhost:8080/api/v1/pautas/347/sessao,12,0,0
1768937774894,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-41,text,true,,279,187,42,42,http://localhost:8080/api/v1/pautas/348/sessao,10,0,0
1768937774897,7,POST /api/v1/pautas,201,,Thread Group 1-42,text,true,,340,306,42,42,http://localhost:8080/api/v1/pautas,7,0,1
1768937774906,6,POST /api/v1/pautas,201,,Thread Group 1-43,text,true,,340,306,43,43,http://localhost:8080/api/v1/pautas,6,0,1
1768937774904,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-42,text,true,,279,187,43,43,http://localhost:8080/api/v1/pautas/349/sessao,9,0,0
1768937774912,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-43,text,true,,279,187,44,44,http://localhost:8080/api/v1/pautas/350/sessao,9,0,0
1768937774916,6,POST /api/v1/pautas,201,,Thread Group 1-44,text,true,,340,306,44,44,http://localhost:8080/api/v1/pautas,6,0,1
1768937774923,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-44,text,true,,279,187,45,45,http://localhost:8080/api/v1/pautas/351/sessao,8,0,0
1768937774926,6,POST /api/v1/pautas,201,,Thread Group 1-45,text,true,,340,306,45,45,http://localhost:8080/api/v1/pautas,6,0,1
1768937774932,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-45,text,true,,279,187,46,46,http://localhost:8080/api/v1/pautas/352/sessao,8,0,0
1768937774938,6,POST /api/v1/pautas,201,,Thread Group 1-46,text,true,,340,306,46,46,http://localhost:8080/api/v1/pautas,6,0,0
1768937774944,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-46,text,true,,279,187,47,47,http://localhost:8080/api/v1/pautas/353/sessao,8,0,0
1768937774947,6,POST /api/v1/pautas,201,,Thread Group 1-47,text,true,,340,306,47,47,http://localhost:8080/api/v1/pautas,6,0,1
1768937774953,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-47,text,true,,279,187,48,48,http://localhost:8080/api/v1/pautas/354/sessao,8,0,0
1768937774957,5,POST /api/v1/pautas,201,,Thread Group 1-48,text,true,,340,306,48,48,http://localhost:8080/api/v1/pautas,5,0,1
1768937774962,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-48,text,true,,279,187,49,49,http://localhost:8080/api/v1/pautas/355/sessao,8,0,0
1768937774966,6,POST /api/v1/pautas,201,,Thread Group 1-49,text,true,,340,306,49,49,http://localhost:8080/api/v1/pautas,6,0,1
1768937774972,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-49,text,true,,279,187,50,50,http://localhost:8080/api/v1/pautas/356/sessao,9,0,0
1768937774978,6,POST /api/v1/pautas,201,,Thread Group 1-50,text,true,,339,306,50,50,http://localhost:8080/api/v1/pautas,6,0,1
1768937774984,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-50,text,true,,279,187,51,51,http://localhost:8080/api/v1/pautas/357/sessao,10,0,0
1768937774988,6,POST /api/v1/pautas,201,,Thread Group 1-51,text,true,,340,306,51,51,http://localhost:8080/api/v1/pautas,6,0,1
1768937774994,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-51,text,true,,279,187,52,52,http://localhost:8080/api/v1/pautas/358/sessao,10,0,0
1768937774998,6,POST /api/v1/pautas,201,,Thread Group 1-52,text,true,,340,306,52,52,http://localhost:8080/api/v1/pautas,6,0,0
1768937775006,7,POST /api/v1/pautas,201,,Thread Group 1-53,text,true,,339,306,53,53,http://localhost:8080/api/v1/pautas,7,0,1
1768937775004,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-52,text,true,,277,187,53,53,http://localhost:8080/api/v1/pautas/359/sessao,9,0,0
1768937775013,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-53,text,true,,279,187,54,54,http://localhost:8080/api/v1/pautas/360/sessao,9,0,0
1768937775017,8,POST /api/v1/pautas,201,,Thread Group 1-54,text,true,,339,306,54,54,http://localhost:8080/api/v1/pautas,7,0,0
1768937775025,8,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-54,text,true,,279,187,55,55,http://localhost:8080/api/v1/pautas/361/sessao,8,0,0
1768937775027,6,POST /api/v1/pautas,201,,Thread Group 1-55,text,true,,340,306,55,55,http://localhost:8080/api/v1/pautas,6,0,1
1768937775037,8,POST /api/v1/pautas,201,,Thread Group 1-56,text,true,,340,306,56,56,http://localhost:8080/api/v1/pautas,8,0,1
1768937775034,17,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-55,text,true,,279,187,57,57,http://localhost:8080/api/v1/pautas/362/sessao,17,0,0
1768937775045,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-56,text,true,,279,187,58,58,http://localhost:8080/api/v1/pautas/363/sessao,11,0,0
1768937775048,8,POST /api/v1/pautas,201,,Thread Group 1-57,text,true,,340,306,58,58,http://localhost:8080/api/v1/pautas,8,0,1
1768937775057,6,POST /api/v1/pautas,201,,Thread Group 1-58,text,true,,340,306,58,58,http://localhost:8080/api/v1/pautas,6,0,0
1768937775057,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-57,text,true,,279,187,58,58,http://localhost:8080/api/v1/pautas/364/sessao,9,0,0
1768937775067,6,POST /api/v1/pautas,201,,Thread Group 1-59,text,true,,340,306,59,59,http://localhost:8080/api/v1/pautas,6,0,0
1768937775064,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-58,text,true,,279,187,59,59,http://localhost:8080/api/v1/pautas/365/sessao,10,0,0
1768937775077,7,POST /api/v1/pautas,201,,Thread Group 1-60,text,true,,339,306,60,60,http://localhost:8080/api/v1/pautas,7,0,0
1768937775074,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-59,text,true,,277,187,60,60,http://localhost:8080/api/v1/pautas/366/sessao,10,0,0
1768937775086,7,POST /api/v1/pautas,201,,Thread Group 1-61,text,true,,340,306,61,61,http://localhost:8080/api/v1/pautas,7,0,1
1768937775084,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-60,text,true,,279,187,61,61,http://localhost:8080/api/v1/pautas/367/sessao,11,0,0
1768937775093,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-61,text,true,,279,187,62,62,http://localhost:8080/api/v1/pautas/368/sessao,12,0,0
1768937775097,8,POST /api/v1/pautas,201,,Thread Group 1-62,text,true,,340,306,62,62,http://localhost:8080/api/v1/pautas,8,0,1
1768937775105,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-62,text,true,,279,187,63,63,http://localhost:8080/api/v1/pautas/369/sessao,9,0,0
1768937775108,6,POST /api/v1/pautas,201,,Thread Group 1-63,text,true,,340,306,63,63,http://localhost:8080/api/v1/pautas,6,0,0
1768937775117,7,POST /api/v1/pautas,201,,Thread Group 1-64,text,true,,340,306,64,64,http://localhost:8080/api/v1/pautas,7,0,0
1768937775114,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-63,text,true,,279,187,64,64,http://localhost:8080/api/v1/pautas/370/sessao,10,0,0
1768937775124,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-64,text,true,,279,187,65,65,http://localhost:8080/api/v1/pautas/371/sessao,11,0,0
1768937775128,7,POST /api/v1/pautas,201,,Thread Group 1-65,text,true,,340,306,65,65,http://localhost:8080/api/v1/pautas,7,0,0
1768937775137,6,POST /api/v1/pautas,201,,Thread Group 1-66,text,true,,340,306,66,66,http://localhost:8080/api/v1/pautas,6,0,1
1768937775135,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-65,text,true,,279,187,66,66,http://localhost:8080/api/v1/pautas/372/sessao,10,0,0
1768937775147,8,POST /api/v1/pautas,201,,Thread Group 1-67,text,true,,340,306,67,67,http://localhost:8080/api/v1/pautas,8,0,1
1768937775144,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-66,text,true,,279,187,67,67,http://localhost:8080/api/v1/pautas/373/sessao,12,0,0
1768937775157,6,POST /api/v1/pautas,201,,Thread Group 1-68,text,true,,340,306,68,68,http://localhost:8080/api/v1/pautas,6,0,0
1768937775169,7,POST /api/v1/pautas,201,,Thread Group 1-69,text,true,,340,306,69,69,http://localhost:8080/api/v1/pautas,7,0,0
1768937775170,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-68,text,true,,279,187,70,70,http://localhost:8080/api/v1/pautas/375/sessao,11,0,0
1768937775170,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-67,text,true,,279,187,70,70,http://localhost:8080/api/v1/pautas/374/sessao,11,0,0
1768937775179,7,POST /api/v1/pautas,201,,Thread Group 1-70,text,true,,340,306,71,71,http://localhost:8080/api/v1/pautas,7,0,1
1768937775177,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-69,text,true,,279,187,71,71,http://localhost:8080/api/v1/pautas/376/sessao,11,0,0
1768937775187,8,POST /api/v1/pautas,201,,Thread Group 1-71,text,true,,339,306,71,71,http://localhost:8080/api/v1/pautas,8,0,0
1768937775187,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-70,text,true,,279,187,71,71,http://localhost:8080/api/v1/pautas/377/sessao,9,0,0
1768937775198,6,POST /api/v1/pautas,201,,Thread Group 1-72,text,true,,340,306,72,72,http://localhost:8080/api/v1/pautas,6,0,0
1768937775195,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-71,text,true,,279,187,72,72,http://localhost:8080/api/v1/pautas/378/sessao,11,0,0
1768937775207,6,POST /api/v1/pautas,201,,Thread Group 1-73,text,true,,340,306,73,73,http://localhost:8080/api/v1/pautas,6,0,1
1768937775204,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-72,text,true,,279,187,73,73,http://localhost:8080/api/v1/pautas/379/sessao,11,0,0
1768937775213,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-73,text,true,,279,187,74,74,http://localhost:8080/api/v1/pautas/380/sessao,11,0,0
1768937775217,8,POST /api/v1/pautas,201,,Thread Group 1-74,text,true,,340,306,74,74,http://localhost:8080/api/v1/pautas,8,0,0
1768937775228,6,POST /api/v1/pautas,201,,Thread Group 1-75,text,true,,340,306,75,75,http://localhost:8080/api/v1/pautas,5,0,0
1768937775225,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-74,text,true,,279,187,75,75,http://localhost:8080/api/v1/pautas/381/sessao,9,0,0
1768937775236,6,POST /api/v1/pautas,201,,Thread Group 1-76,text,true,,340,306,76,76,http://localhost:8080/api/v1/pautas,6,0,1
1768937775234,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-75,text,true,,279,187,76,76,http://localhost:8080/api/v1/pautas/382/sessao,10,0,0
1768937775243,9,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-76,text,true,,279,187,77,77,http://localhost:8080/api/v1/pautas/383/sessao,9,0,0
1768937775246,7,POST /api/v1/pautas,201,,Thread Group 1-77,text,true,,340,306,77,77,http://localhost:8080/api/v1/pautas,7,0,1
1768937775253,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-77,text,true,,279,187,78,78,http://localhost:8080/api/v1/pautas/384/sessao,10,0,0
1768937775257,7,POST /api/v1/pautas,201,,Thread Group 1-78,text,true,,340,306,78,78,http://localhost:8080/api/v1/pautas,7,0,1
1768937775265,10,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-78,text,true,,279,187,79,79,http://localhost:8080/api/v1/pautas/385/sessao,9,0,0
1768937775268,8,POST /api/v1/pautas,201,,Thread Group 1-79,text,true,,340,306,79,79,http://localhost:8080/api/v1/pautas,8,0,1
1768937775277,8,POST /api/v1/pautas,201,,Thread Group 1-80,text,true,,340,306,80,80,http://localhost:8080/api/v1/pautas,8,0,1
1768937775276,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-79,text,true,,279,187,81,81,http://localhost:8080/api/v1/pautas/386/sessao,12,0,0
1768937775287,9,POST /api/v1/pautas,201,,Thread Group 1-81,text,true,,340,306,81,81,http://localhost:8080/api/v1/pautas,9,0,1
1768937775285,15,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-80,text,true,,279,187,82,82,http://localhost:8080/api/v1/pautas/387/sessao,15,0,0
1768937775297,10,POST /api/v1/pautas,201,,Thread Group 1-82,text,true,,340,306,82,82,http://localhost:8080/api/v1/pautas,10,0,1
1768937775297,13,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-81,text,true,,279,187,83,83,http://localhost:8080/api/v1/pautas/388/sessao,13,0,0
1768937775309,7,POST /api/v1/pautas,201,,Thread Group 1-83,text,true,,340,306,83,83,http://localhost:8080/api/v1/pautas,7,0,0
1768937775307,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-82,text,true,,279,187,83,83,http://localhost:8080/api/v1/pautas/389/sessao,11,0,0
1768937775317,11,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-83,text,true,,279,187,84,84,http://localhost:8080/api/v1/pautas/390/sessao,11,0,0
1768937775320,8,POST /api/v1/pautas,201,,Thread Group 1-84,text,true,,340,306,84,84,http://localhost:8080/api/v1/pautas,8,0,0
1768937775332,9,POST /api/v1/pautas,201,,Thread Group 1-85,text,true,,340,306,85,85,http://localhost:8080/api/v1/pautas,9,0,1
1768937775328,15,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-84,text,true,,279,187,86,86,http://localhost:8080/api/v1/pautas/391/sessao,14,0,0
1768937775343,17,POST /api/v1/pautas,201,,Thread Group 1-86,text,true,,340,306,87,87,http://localhost:8080/api/v1/pautas,17,0,0
1768937775342,20,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-85,text,true,,279,187,88,88,http://localhost:8080/api/v1/pautas/392/sessao,20,0,0
1768937775352,15,POST /api/v1/pautas,201,,Thread Group 1-87,text,true,,340,306,88,88,http://localhost:8080/api/v1/pautas,15,0,0
1768937775362,10,POST /api/v1/pautas,201,,Thread Group 1-88,text,true,,340,306,89,89,http://localhost:8080/api/v1/pautas,10,0,1
1768937775360,16,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-86,text,true,,279,187,89,89,http://localhost:8080/api/v1/pautas/393/sessao,16,0,0
1768937775371,8,POST /api/v1/pautas,201,,Thread Group 1-89,text,true,,340,306,89,89,http://localhost:8080/api/v1/pautas,8,0,0
1768937775368,14,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-87,text,true,,279,187,90,90,http://localhost:8080/api/v1/pautas/394/sessao,13,0,0
1768937775372,12,POST /api/v1/pautas/{pautaId}/sessao,201,,Thread Group 1-88,text,true,,279,187,90,90,http://localhost:8080/api/v1/pautas/395/sessao,12,0,0
